station,EQTransformer_pick_time,Kandilli_pick_time,EQTransformer_pick_score
ADVT,08:25:14.000,08:25:13.900,0.8
ADVT,18:26:46.000,18:26:46.400,0.58
ADVT,18:31:18.000,18:31:17.900,0.93
AFSR,10:36:59.690,10:37:00.600,0.22
AFSR,10:52:35.010,10:52:35.900,0.24
AFSR,14:45:17.330,14:45:17.400,0.81
AGRB,05:12:52.840,05:12:52.700,0.79
AKDM,00:16:05.720,00:16:05.600,0.51
AKDM,01:18:48.990,01:18:48.100,0.17
AKDM,01:48:17.000,01:48:17.400,0.82
AKDM,05:12:58.000,05:12:57.400,0.61
AKDM,19:51:49.000,19:51:48.400,0.76
AKDM,23:55:31.000,23:55:30.300,0.93
APMY,14:39:44.670,14:39:44.800,0.79
APMY,17:58:04.000,17:58:04.300,0.94
APMY,21:46:08.000,21:46:07.600,0.55
AYDB,04:54:53.000,04:54:53.900,0.77
AYDB,11:46:41.240,11:46:41.300,0.14
AYDB,21:46:18.000,21:46:17.600,0.35
BAYT,05:02:40.010,05:02:40.600,0.85
BAYT,12:03:17.390,12:03:16.500,0.28
BGKT,08:32:29.000,08:32:29.500,0.25
BLVD,05:29:01.000,05:29:01.300,0.94
BLVD,10:26:05.000,10:26:04.600,0.43
BNGB,01:18:28.350,01:18:27.700,0.53
BNGB,02:52:24.210,02:52:23.600,0.61
BNGB,03:05:19.000,03:05:18.400,0.69
BNGB,03:22:13.640,03:22:13.900,0.52
BNGB,03:33:44.180,03:33:44.500,0.28
BNGB,05:33:48.000,05:33:47.000,0.27
BNGB,05:56:25.000,05:56:25.100,0.68
BNGB,07:50:57.730,07:50:57.600,0.62
BNGB,14:45:22.750,14:45:22.800,0.64
BNGB,17:17:58.750,17:17:58.900,0.26
BNGB,21:50:25.000,21:50:24.300,0.92
CANT,10:25:49.000,10:25:48.300,0.89
CANT,10:52:37.000,10:52:37.600,0.92
CANT,20:38:58.990,20:38:59.600,0.72
CANT,20:44:57.000,20:44:57.000,0.4
CAVI,04:25:01.000,04:25:00.900,0.89
CAVI,08:32:20.310,08:32:20.100,0.44
CAVI,18:26:47.000,18:26:46.300,0.37
CEYT,01:17:54.000,01:17:53.800,0.84
CEYT,01:28:35.340,01:28:34.600,0.68
CEYT,01:35:19.000,01:35:18.100,0.72
CEYT,01:36:43.000,01:36:42.700,0.91
CEYT,01:40:16.080,01:40:15.600,0.11
CEYT,01:51:35.350,01:51:35.300,0.34
CEYT,01:58:37.560,01:58:38.100,0.43
CEYT,02:02:05.340,02:02:04.800,0.62
CEYT,02:17:56.000,02:17:56.300,0.92
CEYT,02:23:34.000,02:23:33.700,0.89
CEYT,02:38:29.000,02:38:29.100,0.59
CEYT,02:44:00.000,02:43:59.700,0.93
CEYT,02:51:00.000,02:51:00.600,0.52
CEYT,02:55:28.900,02:55:29.700,0.36
CEYT,02:56:49.110,02:56:48.700,0.38
CEYT,07:00:21.000,07:00:21.400,0.85
CEYT,07:08:45.000,07:08:44.500,0.93
CEYT,07:10:23.000,07:10:23.400,0.78
CEYT,07:15:51.990,07:15:52.000,0.87
CEYT,07:24:44.000,07:24:43.900,0.79
CEYT,08:02:02.480,08:02:02.300,0.32
CEYT,08:08:58.820,08:08:59.200,0.27
CEYT,09:01:49.310,09:01:49.800,0.33
CEYT,09:03:45.010,09:03:44.200,0.57
CEYT,09:05:36.230,09:05:36.300,0.85
CEYT,09:10:38.010,09:10:37.200,0.54
CEYT,09:12:02.000,09:12:02.100,0.94
CEYT,14:02:34.000,14:02:34.500,0.28
CEYT,14:05:12.310,14:05:11.400,0.24
CEYT,14:10:41.000,14:10:41.000,0.8
CEYT,14:15:10.550,14:15:10.900,0.78
CEYT,14:25:13.000,14:25:13.600,0.89
CEYT,14:27:57.000,14:27:57.700,0.96
CEYT,14:30:19.000,14:30:20.000,0.65
CEYT,14:42:31.000,14:42:31.300,0.94
CEYT,14:48:49.000,14:48:48.900,0.83
CEYT,14:48:49.450,14:48:48.900,0.31
CEYT,16:13:17.000,16:13:16.800,0.88
CEYT,17:01:46.010,17:01:46.100,0.84
CEYT,18:05:24.000,18:05:24.300,0.67
CEYT,20:05:56.360,20:05:56.800,0.58
CEYT,20:05:56.360,20:05:57.100,0.58
CEYT,21:02:18.340,21:02:17.900,0.69
CEYT,21:03:34.320,21:03:34.900,0.21
CEYT,21:05:36.130,21:05:36.800,0.12
CEYT,21:06:55.000,21:06:54.400,0.79
CEYT,21:13:21.000,21:13:20.600,0.89
CEYT,21:15:44.870,21:15:45.500,0.54
CEYT,21:34:59.000,21:34:58.900,0.7
CEYT,22:12:17.000,22:12:16.100,0.32
CEYT,22:14:32.260,22:14:31.800,0.13
CEYT,22:26:49.000,22:26:48.500,0.69
CEYT,22:30:04.000,22:30:04.800,0.85
CEYT,22:41:33.280,22:41:34.100,0.24
CEYT,22:45:18.000,22:45:17.200,0.3
CEYT,22:51:40.000,22:51:39.800,0.77
CEYT,22:55:50.000,22:55:49.200,0.95
CEYT,23:14:00.000,23:13:59.300,0.79
CEYT,23:15:09.320,23:15:09.800,0.12
CEYT,23:21:37.760,23:21:38.400,0.27
CHBY,01:29:13.000,01:29:13.200,0.85
CHBY,10:25:44.370,10:25:43.800,0.42
CHBY,10:37:01.000,10:37:00.600,0.84
CHOM,00:16:44.290,00:16:43.500,0.11
CHOM,01:18:49.000,01:18:48.100,0.59
CHOM,03:19:17.820,03:19:18.100,0.25
CHOM,03:33:57.280,03:33:56.500,0.54
CHOM,07:51:27.990,07:51:27.200,0.73
CHOM,09:49:25.000,09:49:25.100,0.68
CHOM,10:36:57.870,10:36:58.700,0.19
CHOM,10:52:30.000,10:52:29.900,0.34
CHOM,19:41:15.000,19:41:15.300,0.83
CHOM,20:39:06.990,20:39:07.100,0.25
CHOM,20:45:10.290,20:45:10.600,0.36
CLDR,00:16:09.000,00:16:09.200,0.4
CLDR,15:26:08.000,15:26:07.700,0.68
CLDR,19:51:58.370,19:51:57.400,0.54
CORM,12:02:58.000,12:02:58.300,0.84
CORM,21:33:04.000,21:33:04.100,0.62
CORM,21:33:04.490,21:33:04.100,0.12
DALY,11:46:28.550,11:46:29.200,0.46
DALY,21:46:03.000,21:46:02.400,0.73
DARE,01:34:18.470,01:34:18.600,0.48
DARE,01:52:05.000,01:52:05.400,0.91
DARE,02:10:33.000,02:10:33.900,0.23
DARE,02:31:50.290,02:31:50.700,0.71
DARE,02:31:50.290,02:31:50.800,0.71
DARE,02:37:19.000,02:37:19.100,0.58
DARE,02:41:11.000,02:41:12.000,0.58
DARE,03:07:57.990,03:07:58.600,0.57
DARE,03:11:58.840,03:11:59.700,0.42
DARE,03:18:52.000,03:18:51.600,0.66
DARE,03:43:25.000,03:43:25.800,0.68
DARE,03:57:17.850,03:57:18.600,0.1
DARE,04:01:41.430,04:01:41.500,0.31
DARE,05:02:03.000,05:02:03.400,0.9
DARE,05:04:56.000,05:04:56.200,0.29
DARE,05:09:01.000,05:09:02.000,0.92
DARE,05:23:07.000,05:23:07.100,0.95
DARE,05:30:25.470,05:30:25.900,0.36
DARE,05:31:37.000,05:31:37.100,0.94
DARE,05:33:24.060,05:33:24.600,0.36
DARE,05:49:41.280,05:49:41.200,0.66
DARE,05:52:27.000,05:52:27.100,0.92
DARE,05:54:18.000,05:54:17.800,0.55
DARE,06:15:03.000,06:15:02.800,0.88
DARE,06:16:49.370,06:16:48.900,0.15
DARE,06:18:16.000,06:18:15.700,0.53
DARE,06:21:01.000,06:21:00.700,0.44
DARE,06:28:06.980,06:28:06.200,0.18
DARE,06:35:21.000,06:35:21.100,0.9
DARE,06:37:15.000,06:37:14.500,0.89
DARE,06:47:20.690,06:47:19.800,0.1
DARE,07:04:29.000,07:04:28.200,0.94
DARE,07:06:50.370,07:06:50.100,0.2
DARE,07:12:36.280,07:12:36.400,0.23
DARE,07:13:41.240,07:13:40.300,0.13
DARE,07:19:43.000,07:19:43.500,0.89
DARE,07:23:47.000,07:23:46.200,0.24
DARE,07:26:15.000,07:26:15.300,0.86
DARE,07:31:25.000,07:31:25.100,0.58
DARE,07:41:27.080,07:41:27.300,0.8
DARE,08:09:05.000,08:09:05.400,0.9
DARE,08:11:35.000,08:11:35.500,0.42
DARE,08:18:18.000,08:18:17.800,0.51
DARE,08:26:17.000,08:26:16.300,0.94
DARE,08:40:35.000,08:40:34.900,0.52
DARE,08:45:57.000,08:45:57.300,0.96
DARE,08:51:24.660,08:51:24.900,0.22
DARE,08:52:59.000,08:52:58.300,0.84
DARE,08:54:52.760,08:54:52.200,0.43
DARE,08:58:49.000,08:58:49.500,0.95
DARE,09:03:58.000,09:03:57.200,0.64
DARE,09:05:43.000,09:05:43.900,0.74
DARE,09:10:43.000,09:10:43.900,0.41
DARE,09:12:09.000,09:12:08.500,0.68
DARE,09:21:15.000,09:21:14.900,0.87
DARE,09:24:16.000,09:24:16.500,0.91
DARE,09:36:42.400,09:36:43.300,0.35
DARE,09:54:35.000,09:54:35.400,0.25
DARE,11:01:53.270,11:01:52.900,0.47
DARE,11:11:49.000,11:11:49.900,0.58
DARE,11:28:15.990,11:28:16.100,0.36
DARE,11:28:16.840,11:28:16.100,0.1
DARE,11:30:53.000,11:30:53.400,0.84
DARE,11:34:27.490,11:34:28.100,0.34
DARE,11:35:37.000,11:35:37.100,0.69
DARE,11:44:18.000,11:44:18.300,0.91
DARE,11:44:18.020,11:44:18.300,0.33
DARE,11:49:00.000,11:49:00.900,0.92
DARE,11:51:29.000,11:51:29.200,0.92
DARE,11:58:46.730,11:58:46.200,0.29
DARE,12:21:37.000,12:21:37.700,0.83
DARE,12:48:10.490,12:48:10.200,0.22
DARE,13:02:42.980,13:02:42.700,0.6
DARE,13:03:26.790,13:03:26.700,0.29
DARE,13:06:47.000,13:06:47.200,0.79
DARE,13:44:59.590,13:44:59.800,0.29
DARE,13:52:16.040,13:52:16.400,0.48
DARE,14:03:17.740,14:03:17.700,0.42
DARE,14:05:09.000,14:05:09.400,0.5
DARE,14:10:21.000,14:10:21.500,0.46
DARE,14:15:17.170,14:15:16.900,0.47
DARE,14:21:04.000,14:21:03.900,0.7
DARE,14:22:55.000,14:22:55.500,0.54
DARE,14:38:40.000,14:38:39.900,0.43
DARE,14:42:05.720,14:42:05.900,0.79
DARE,14:55:43.000,14:55:43.600,0.63
DARE,14:59:29.380,14:59:29.200,0.33
DARE,15:01:41.000,15:01:40.800,0.77
DARE,15:06:33.030,15:06:33.700,0.66
DARE,15:10:58.000,15:10:58.500,0.48
DARE,15:33:43.000,15:33:43.900,0.87
DARE,15:50:00.060,15:49:59.800,0.12
DARE,15:51:31.000,15:51:31.100,0.95
DARE,15:52:56.570,15:52:57.500,0.49
DARE,15:56:41.000,15:56:40.500,0.74
DARE,15:59:36.000,15:59:35.900,0.34
DARE,16:02:23.280,16:02:23.400,0.25
DARE,16:06:52.800,16:06:53.800,0.78
DARE,16:13:20.290,16:13:20.700,0.45
DARE,16:25:19.000,16:25:18.400,0.93
DARE,16:41:24.990,16:41:24.900,0.86
DARE,16:49:31.000,16:49:31.600,0.91
DARE,16:52:07.000,16:52:07.200,0.77
DARE,17:04:53.000,17:04:53.600,0.95
DARE,17:10:24.990,17:10:24.600,0.33
DARE,17:11:57.130,17:11:57.100,0.66
DARE,17:19:17.280,17:19:17.300,0.6
DARE,17:25:10.900,17:25:10.600,0.3
DARE,17:26:40.360,17:26:39.900,0.68
DARE,17:35:20.000,17:35:19.600,0.71
DARE,17:46:58.630,17:46:58.700,0.65
DARE,17:51:37.000,17:51:36.600,0.92
DARE,18:03:00.000,18:03:00.100,0.8
DARE,18:05:19.010,18:05:20.000,0.71
DARE,18:15:38.000,18:15:38.300,0.84
DARE,18:25:42.990,18:25:42.800,0.24
DARE,18:26:56.680,18:26:57.100,0.86
DARE,18:44:12.990,18:44:13.100,0.8
DARE,18:45:43.380,18:45:43.500,0.21
DARE,18:48:59.490,18:48:59.600,0.39
DARE,19:12:41.000,19:12:40.900,0.93
DARE,19:16:05.270,19:16:06.200,0.35
DARE,19:19:08.290,19:19:08.300,0.89
DARE,19:21:24.000,19:21:25.000,0.87
DARE,19:31:09.050,19:31:08.900,0.31
DARE,19:36:13.000,19:36:12.600,0.5
DARE,19:40:29.000,19:40:29.200,0.96
DARE,19:43:51.570,19:43:51.800,0.61
DARE,19:46:49.000,19:46:48.900,0.92
DARE,19:48:15.000,19:48:14.700,0.38
DARE,20:02:47.010,20:02:46.100,0.83
DARE,20:05:32.280,20:05:32.200,0.9
DARE,20:11:59.000,20:11:59.300,0.96
DARE,20:13:20.240,20:13:20.200,0.79
DARE,20:14:29.000,20:14:29.500,0.55
DARE,20:19:06.220,20:19:06.000,0.24
DARE,20:21:02.900,20:21:03.500,0.36
DARE,20:22:13.000,20:22:12.900,0.87
DARE,20:23:30.000,20:23:30.500,0.93
DARE,20:28:22.110,20:28:22.100,0.67
DARE,20:33:23.810,20:33:24.200,0.43
DARE,20:35:14.000,20:35:14.100,0.9
DARE,20:36:04.860,20:36:05.400,0.34
DARE,20:40:16.000,20:40:16.200,0.78
DARE,20:56:07.000,20:56:07.600,0.32
DARE,20:58:35.000,20:58:34.100,0.3
DARE,21:01:05.720,21:01:06.600,0.5
DARE,21:05:25.000,21:05:25.900,0.86
DARE,21:15:28.790,21:15:29.100,0.46
DARE,21:17:50.540,21:17:50.600,0.34
DARE,21:19:57.990,21:19:58.500,0.52
DARE,21:21:20.870,21:21:21.200,0.11
DARE,21:28:20.270,21:28:20.900,0.43
DARE,22:01:23.730,22:01:24.500,0.56
DARE,22:06:29.000,22:06:30.000,0.4
DARE,22:10:04.000,22:10:04.400,0.91
DARE,22:11:46.000,22:11:46.800,0.47
DARE,22:14:11.730,22:14:11.700,0.48
DARE,22:20:04.340,22:20:04.600,0.38
DARE,22:28:12.670,22:28:12.700,0.62
DARE,22:29:57.000,22:29:57.600,0.82
DARE,22:34:31.420,22:34:31.400,0.75
DARE,22:51:36.990,22:51:36.700,0.39
DARE,22:59:16.000,22:59:16.700,0.8
DARE,23:02:05.000,23:02:05.600,0.66
DARE,23:05:33.820,23:05:33.600,0.67
DARE,23:05:59.080,23:05:59.300,0.21
DARE,23:08:15.800,23:08:15.900,0.7
DARE,23:10:59.000,23:10:58.700,0.64
DARE,23:11:49.000,23:11:49.600,0.93
DARE,23:13:01.000,23:13:01.300,0.86
DARE,23:14:58.740,23:14:58.900,0.25
DARE,23:18:25.000,23:18:25.200,0.95
DARE,23:32:19.000,23:32:18.900,0.91
DARE,23:38:37.620,23:38:37.700,0.46
DARE,23:45:53.720,23:45:53.400,0.68
DARE,23:48:45.060,23:48:45.000,0.18
DARE,23:54:31.000,23:54:30.600,0.94
DARE,23:56:13.000,23:56:13.900,0.92
DIKM,10:25:50.230,10:25:50.200,0.43
DIKM,18:04:54.000,18:04:54.900,0.64
DIKM,20:39:04.000,20:39:03.900,0.9
DYBB,01:18:16.000,01:18:15.700,0.76
DYBB,02:04:09.010,02:04:09.300,0.37
DYBB,02:12:15.830,02:12:16.800,0.38
DYBB,02:33:51.000,02:33:50.900,0.95
DYBB,03:01:39.000,03:01:38.800,0.76
DYBB,03:05:07.000,03:05:07.300,0.62
DYBB,03:23:07.000,03:23:06.200,0.92
DYBB,05:00:51.000,05:00:50.900,0.94
DYBB,05:04:00.300,05:04:00.500,0.51
DYBB,11:01:25.000,11:01:24.200,0.48
DYBB,13:03:56.000,13:03:55.200,0.56
DYBB,15:08:44.330,15:08:44.100,0.31
DYBB,18:10:52.890,18:10:53.500,0.55
DYBB,18:18:13.000,18:18:13.600,0.93
DYBB,21:15:58.930,21:15:58.900,0.49
DYBB,22:03:18.990,22:03:19.900,0.46
DYBB,22:38:14.000,22:38:14.100,0.52
DYBB,22:40:39.000,22:40:38.900,0.86
DYBB,22:42:26.000,22:42:25.800,0.93
DYBB,22:56:14.000,22:56:13.500,0.41
DYBB,23:02:31.000,23:02:30.900,0.89
ENEZ,05:00:17.000,05:00:17.100,0.81
ERIK,04:24:51.820,04:24:52.000,0.86
ERIK,05:00:16.040,05:00:16.200,0.42
ERZN,01:18:25.000,01:18:24.800,0.83
ERZN,01:29:13.000,01:29:12.200,0.75
ERZN,02:04:15.000,02:04:15.600,0.55
ERZN,02:27:07.000,02:27:06.700,0.48
ERZN,02:57:08.270,02:57:08.200,0.66
ERZN,03:02:59.000,03:02:58.000,0.54
ERZN,03:05:16.010,03:05:15.700,0.79
ERZN,03:16:46.000,03:16:46.200,0.94
ERZN,04:19:16.000,04:19:16.200,0.77
ERZN,05:23:22.990,05:23:23.400,0.69
ERZN,05:31:56.000,05:31:55.900,0.8
ERZN,05:33:43.000,05:33:43.600,0.93
ERZN,05:41:13.000,05:41:12.600,0.47
ERZN,06:55:42.000,06:55:41.800,0.65
ERZN,07:41:51.000,07:41:51.500,0.63
ERZN,07:51:05.000,07:51:05.900,0.36
ERZN,09:48:56.990,09:48:57.600,0.78
ERZN,10:08:09.000,10:08:08.700,0.61
ERZN,10:12:49.000,10:12:48.500,0.8
ERZN,10:25:31.000,10:25:30.500,0.73
ERZN,10:55:35.240,10:55:35.300,0.11
ERZN,11:44:40.010,11:44:40.700,0.68
ERZN,12:14:27.000,12:14:27.800,0.65
ERZN,12:39:48.980,12:39:49.000,0.14
ERZN,14:23:14.000,14:23:14.000,0.85
ERZN,14:39:03.000,14:39:02.900,0.69
ERZN,14:42:32.990,14:42:32.400,0.6
ERZN,14:51:47.000,14:51:46.200,0.7
ERZN,15:08:48.110,15:08:47.700,0.44
ERZN,15:15:01.000,15:15:00.600,0.72
ERZN,15:51:55.000,15:51:55.600,0.85
ERZN,16:08:21.000,16:08:20.600,0.93
ERZN,16:35:43.010,16:35:42.600,0.84
ERZN,17:18:01.000,17:18:01.400,0.86
ERZN,17:19:44.510,17:19:44.200,0.66
ERZN,18:30:20.280,18:30:20.900,0.66
ERZN,19:15:42.280,19:15:42.900,0.45
ERZN,19:31:42.000,19:31:41.700,0.82
ERZN,19:38:13.000,19:38:12.700,0.66
ERZN,19:40:50.310,19:40:50.300,0.59
ERZN,20:12:27.030,20:12:27.300,0.38
ERZN,20:23:41.000,20:23:40.400,0.63
ERZN,20:40:39.920,20:40:40.600,0.12
ERZN,20:40:41.000,20:40:40.600,0.54
ERZN,21:50:10.000,21:50:09.900,0.94
ERZN,22:12:07.000,22:12:07.900,0.84
ERZN,22:26:59.000,22:26:59.400,0.72
ERZN,22:28:43.000,22:28:43.000,0.82
ERZN,23:32:39.030,23:32:38.100,0.12
ERZN,23:56:45.000,23:56:44.800,0.2
FETY,11:46:31.000,11:46:30.900,0.96
GADA,04:24:58.000,04:24:58.900,0.88
GADA,05:00:07.010,05:00:06.800,0.76
GAZK,04:24:45.030,04:24:44.800,0.66
GAZK,05:00:23.000,05:00:22.700,0.88
GELI,04:24:50.900,04:24:50.900,0.7
GELI,05:00:11.730,05:00:11.700,0.44
GULA,01:28:57.470,01:28:57.800,0.27
GULA,02:18:20.010,02:18:20.500,0.85
GULA,03:15:35.000,03:15:34.100,0.71
GULA,03:30:46.000,03:30:46.800,0.29
GULA,03:46:43.000,03:46:43.300,0.82
GULA,04:19:41.000,04:19:40.800,0.41
GULA,04:31:41.710,04:31:42.500,0.49
GULA,05:02:37.000,05:02:36.300,0.87
GULA,05:09:16.310,05:09:15.900,0.15
GULA,07:12:53.270,07:12:52.600,0.11
GULA,08:53:18.990,08:53:19.500,0.48
GULA,09:04:08.010,09:04:07.900,0.76
GULA,09:24:23.250,09:24:23.400,0.14
GULA,09:31:15.000,09:31:15.200,0.89
GULA,10:15:39.000,10:15:39.100,0.72
GULA,10:25:28.740,10:25:28.900,0.36
GULA,10:36:44.310,10:36:45.300,0.32
GULA,10:52:21.000,10:52:20.400,0.79
GULA,12:02:45.000,12:02:44.900,0.51
GULA,12:21:51.090,12:21:50.600,0.55
GULA,12:35:34.010,12:35:34.400,0.7
GULA,12:37:19.000,12:37:18.400,0.93
GULA,12:37:19.000,12:37:19.700,0.93
GULA,13:04:01.000,13:04:00.000,0.52
GULA,13:36:51.000,13:36:51.600,0.5
GULA,13:59:23.000,13:59:23.600,0.86
GULA,14:00:36.970,14:00:36.400,0.14
GULA,14:30:30.000,14:30:30.200,0.76
GULA,14:59:54.000,14:59:54.800,0.65
GULA,15:40:36.230,15:40:36.800,0.36
GULA,15:42:05.320,15:42:05.600,0.73
GULA,15:53:31.000,15:53:31.000,0.92
GULA,16:44:01.000,16:44:01.100,0.83
GULA,17:22:35.000,17:22:35.200,0.87
GULA,17:38:01.000,17:38:00.500,0.7
GULA,18:04:27.000,18:04:27.800,0.67
GULA,18:32:00.000,18:31:59.400,0.77
GULA,19:31:40.430,19:31:41.000,0.18
GULA,19:31:41.000,19:31:41.000,0.4
GULA,20:44:33.570,20:44:33.900,0.8
GULA,21:15:56.270,21:15:56.200,0.7
GULA,22:30:13.270,22:30:13.100,0.86
GULA,22:41:43.000,22:41:43.300,0.43
GULA,23:17:46.280,23:17:45.900,0.46
GULA,23:21:47.000,23:21:46.300,0.64
GULA,23:50:39.440,23:50:38.600,0.66
GULT,08:25:05.010,08:25:04.300,0.62
GULT,18:26:36.000,18:26:35.900,0.67
GULT,18:31:11.510,18:31:12.300,0.41
GURO,00:16:15.000,00:16:14.900,0.84
GURO,01:48:04.560,01:48:05.400,0.43
GURO,02:52:37.000,02:52:37.200,0.93
GURO,11:18:49.300,11:18:49.700,0.36
GURO,17:18:15.010,17:18:14.300,0.92
HDMB,01:18:32.280,01:18:31.800,0.7
HDMB,01:29:14.270,01:29:13.700,0.36
HDMB,10:37:06.990,10:37:07.800,0.21
HDMB,20:38:51.000,20:38:50.700,0.34
HDMB,23:50:44.280,23:50:44.500,0.53
KAMT,01:18:28.400,01:18:27.700,0.5
KAMT,04:19:49.000,04:19:48.900,0.6
KAMT,05:32:24.000,05:32:23.300,0.81
KAMT,06:55:50.280,06:55:51.200,0.45
KAMT,09:31:24.120,09:31:24.200,0.68
KAMT,09:32:42.000,09:32:42.400,0.63
KAMT,10:36:54.000,10:36:54.500,0.91
KAMT,10:52:29.000,10:52:28.900,0.42
KAMT,14:45:23.070,14:45:23.000,0.82
KAMT,20:44:44.280,20:44:44.800,0.89
KAMT,21:58:27.000,21:58:27.100,0.84
KARO,01:18:33.550,01:18:33.100,0.78
KARO,01:47:58.610,01:47:58.600,0.6
KARO,02:04:25.000,02:04:24.500,0.67
KARO,02:57:25.010,02:57:25.900,0.87
KARO,03:18:47.000,03:18:46.900,0.96
KARO,03:33:36.370,03:33:36.400,0.56
KARO,05:12:51.410,05:12:51.900,0.21
KARO,07:51:02.440,07:51:02.400,0.43
KARO,10:25:42.000,10:25:41.900,0.74
KARO,11:18:43.000,11:18:43.400,0.95
KARO,18:30:31.000,18:30:31.300,0.46
