station,EQTransformer_pick_time,Kandilli_pick_time,EQTransformer_pick_score
SARI,08:38:55.000,08:38:54.400,0.62
SARI,08:42:25.000,08:42:25.600,0.96
SARI,08:51:24.000,08:51:23.700,0.46
SARI,08:55:05.010,08:55:04.100,0.86
SARI,09:03:53.000,09:03:53.700,0.86
SARI,09:10:41.000,09:10:41.200,0.7
SARI,09:12:05.000,09:12:05.800,0.92
SARI,09:12:50.690,09:12:50.000,0.25
SARI,09:21:29.000,09:21:29.000,0.69
SARI,09:24:12.080,09:24:11.900,0.14
SARI,09:36:38.990,09:36:38.900,0.77
SARI,10:09:36.000,10:09:36.500,0.92
SARI,10:12:44.560,10:12:44.600,0.13
SARI,10:15:17.000,10:15:17.500,0.54
SARI,10:22:01.000,10:22:00.800,0.88
SARI,10:30:36.000,10:30:36.200,0.37
SARI,10:59:30.520,10:59:31.300,0.57
SARI,11:00:15.650,11:00:15.600,0.51
SARI,11:01:55.000,11:01:55.600,0.67
SARI,11:05:43.000,11:05:43.100,0.95
SARI,11:39:49.000,11:39:48.700,0.94
SARI,11:44:34.000,11:44:34.600,0.76
SARI,12:07:40.000,12:07:40.900,0.92
SARI,12:21:25.000,12:21:25.100,0.77
SARI,12:28:12.460,12:28:12.000,0.29
SARI,12:31:55.800,12:31:56.500,0.17
SARI,12:45:27.000,12:45:27.000,0.95
SARI,12:48:10.000,12:48:09.600,0.89
SARI,13:02:46.320,13:02:46.200,0.51
SARI,13:03:34.000,13:03:33.500,0.79
SARI,13:17:50.130,13:17:49.800,0.52
SARI,13:21:25.000,13:21:24.900,0.43
SARI,13:58:57.000,13:58:57.100,0.81
SARI,14:03:29.000,14:03:28.900,0.39
SARI,14:28:13.220,14:28:13.100,0.53
SARI,14:48:29.790,14:48:29.800,0.6
SARI,14:59:26.750,14:59:26.700,0.4
SARI,15:01:32.170,15:01:32.500,0.64
SARI,15:06:43.000,15:06:42.200,0.71
SARI,15:10:48.560,15:10:48.600,0.76
SARI,15:41:38.850,15:41:38.900,0.59
SARI,15:49:56.280,15:49:55.600,0.76
SARI,15:53:07.000,15:53:06.300,0.68
SARI,15:56:31.000,15:56:31.300,0.83
SARI,15:58:54.000,15:58:54.200,0.85
SARI,16:10:51.670,16:10:52.100,0.22
SARI,16:13:19.000,16:13:18.700,0.88
SARI,16:15:29.270,16:15:28.500,0.36
SARI,16:22:52.330,16:22:52.400,0.77
SARI,16:25:07.000,16:25:06.800,0.84
SARI,16:41:27.930,16:41:28.700,0.61
SARI,16:46:45.550,16:46:45.400,0.87
SARI,16:55:51.000,16:55:51.200,0.18
SARI,16:59:33.000,16:59:33.800,0.72
SARI,17:10:35.000,17:10:35.300,0.53
SARI,17:16:24.080,17:16:24.100,0.53
SARI,17:25:07.000,17:25:07.400,0.84
SARI,17:26:31.770,17:26:31.800,0.48
SARI,17:32:00.000,17:31:59.100,0.75
SARI,17:33:25.000,17:33:24.100,0.54
SARI,17:37:34.380,17:37:34.000,0.18
SARI,17:40:55.000,17:40:54.500,0.76
SARI,17:49:23.000,17:49:24.000,0.17
SARI,17:54:55.000,17:54:54.500,0.78
SARI,18:02:51.170,18:02:51.200,0.77
SARI,18:04:01.000,18:04:01.200,0.92
SARI,18:05:09.090,18:05:08.700,0.44
SARI,18:07:19.000,18:07:19.200,0.91
SARI,18:12:59.000,18:12:59.700,0.9
SARI,18:13:57.000,18:13:57.300,0.89
SARI,18:34:16.310,18:34:15.600,0.33
SARI,18:40:14.410,18:40:14.500,0.54
SARI,18:45:39.010,18:45:39.300,0.49
SARI,18:49:13.000,18:49:13.800,0.58
SARI,19:10:38.180,19:10:38.100,0.6
SARI,19:12:48.000,19:12:48.500,0.94
SARI,19:15:54.790,19:15:54.600,0.61
SARI,19:31:12.970,19:31:13.300,0.36
SARI,19:48:06.870,19:48:06.800,0.59
SARI,19:58:10.010,19:58:10.900,0.6
SARI,20:14:19.000,20:14:18.800,0.56
SARI,20:22:02.370,20:22:02.200,0.21
SARI,20:23:45.000,20:23:45.800,0.73
SARI,20:33:32.000,20:33:32.200,0.31
SARI,20:41:52.400,20:41:52.000,0.24
SARI,20:41:53.000,20:41:52.000,0.82
SARI,20:44:09.000,20:44:09.100,0.95
SARI,20:53:51.000,20:53:51.600,0.79
SARI,20:55:55.890,20:55:55.900,0.71
SARI,20:58:23.000,20:58:23.100,0.85
SARI,21:05:19.000,21:05:18.700,0.77
SARI,21:06:54.000,21:06:54.100,0.94
SARI,21:15:28.920,21:15:28.800,0.45
SARI,21:23:44.300,21:23:45.000,0.33
SARI,21:39:11.000,21:39:10.500,0.81
SARI,21:41:32.690,21:41:32.700,0.8
SARI,21:57:51.250,21:57:51.400,0.32
SARI,22:01:22.010,22:01:22.500,0.85
SARI,22:14:17.720,22:14:17.300,0.85
SARI,22:26:35.000,22:26:35.900,0.85
SARI,22:29:46.580,22:29:46.600,0.62
SARI,22:34:38.000,22:34:38.900,0.88
SARI,22:41:17.000,22:41:17.500,0.54
SARI,22:41:17.000,22:41:17.600,0.54
SARI,22:45:02.120,22:45:02.100,0.56
SARI,22:51:25.110,22:51:25.200,0.57
SARI,22:55:36.540,22:55:36.300,0.46
SARI,23:02:17.000,23:02:17.700,0.68
SARI,23:05:39.990,23:05:40.900,0.85
SARI,23:11:50.990,23:11:51.700,0.88
SARI,23:13:46.000,23:13:46.000,0.94
SARI,23:15:04.990,23:15:04.400,0.59
SARI,23:17:19.810,23:17:19.800,0.74
SARI,23:21:19.000,23:21:18.800,0.91
SARI,23:43:54.000,23:43:54.200,0.57
SARI,23:45:56.520,23:45:56.400,0.3
SARI,23:54:23.230,23:54:23.200,0.76
SAUV,08:25:03.990,08:25:04.400,0.33
SAUV,08:32:09.420,08:32:09.500,0.3
SAUV,09:53:16.120,09:53:15.400,0.44
SAUV,18:31:09.380,18:31:09.600,0.41
SDAG,05:29:01.820,05:29:01.600,0.58
SDAG,10:26:06.390,10:26:05.900,0.63
SDAG,12:03:22.000,12:03:22.700,0.8
SDAG,17:58:22.000,17:58:21.500,0.84
SDAG,18:58:14.770,18:58:14.700,0.24
SENK,00:16:27.000,00:16:27.000,0.74
SENK,01:18:55.000,01:18:54.600,0.91
SENK,01:48:24.000,01:48:24.600,0.63
SENK,05:13:04.800,05:13:04.000,0.16
SENK,10:26:03.000,10:26:02.600,0.82
SENK,19:41:22.010,19:41:22.300,0.67
SENK,19:51:52.010,19:51:51.600,0.74
SENK,20:45:24.000,20:45:23.300,0.21
SENK,22:37:32.390,22:37:32.500,0.82
SILT,03:30:42.490,03:30:42.300,0.54
SILT,08:32:20.300,08:32:20.300,0.32
SIMA,04:24:59.660,04:24:59.900,0.35
SIMA,17:58:13.000,17:58:13.700,0.94
SLVT,03:30:46.310,03:30:46.900,0.5
SLVT,04:24:52.810,04:24:53.200,0.69
SVAN,01:47:55.640,01:47:55.900,0.6
SVAN,02:19:23.710,02:19:23.100,0.19
SVAN,02:34:04.000,02:34:03.000,0.95
SVAN,02:52:27.520,02:52:27.800,0.75
SVAN,02:54:12.000,02:54:12.200,0.39
SVAN,03:19:09.000,03:19:09.100,0.48
SVAN,03:23:19.000,03:23:18.300,0.56
SVAN,03:29:22.000,03:29:21.700,0.32
SVAN,04:19:21.000,04:19:21.800,0.39
SVAN,05:02:33.000,05:02:33.700,0.39
SVAN,06:53:28.010,06:53:28.900,0.58
SVAN,07:59:26.760,07:59:27.400,0.56
SVAN,09:49:11.000,09:49:10.800,0.86
SVAN,17:18:05.730,17:18:05.800,0.5
SVAN,18:30:29.000,18:30:29.700,0.93
SVAN,19:51:35.000,19:51:35.600,0.94
SVAN,20:54:03.000,20:54:03.300,0.9
SVAN,22:40:53.000,22:40:52.600,0.55
SVAN,23:55:08.000,23:55:08.300,0.6
SVSK,01:18:18.800,01:18:18.300,0.48
SVSK,02:04:14.550,02:04:13.700,0.51
SVSK,02:24:01.630,02:24:00.700,0.1
SVSK,02:29:27.730,02:29:27.900,0.67
SVSK,02:32:08.280,02:32:08.900,0.39
SVSK,02:34:04.000,02:34:03.700,0.88
SVSK,03:01:51.000,03:01:50.100,0.93
SVSK,03:02:55.760,03:02:55.900,0.29
SVSK,03:05:22.000,03:05:21.900,0.92
SVSK,04:19:23.000,04:19:22.900,0.83
SVSK,05:04:16.000,05:04:15.000,0.78
SVSK,05:17:32.820,05:17:32.600,0.29
SVSK,05:27:03.110,05:27:03.900,0.27
SVSK,07:20:06.730,07:20:06.600,0.23
SVSK,07:26:35.000,07:26:34.600,0.91
SVSK,07:41:51.000,07:41:50.800,0.9
SVSK,09:09:04.950,09:09:04.200,0.11
SVSK,09:31:31.000,09:31:30.200,0.59
SVSK,09:49:21.000,09:49:21.200,0.4
SVSK,10:09:59.000,10:09:58.500,0.41
SVSK,10:25:21.000,10:25:21.700,0.44
SVSK,10:27:21.230,10:27:20.500,0.11
SVSK,10:32:43.000,10:32:42.400,0.61
SVSK,10:36:32.010,10:36:31.400,0.81
SVSK,12:14:22.000,12:14:22.300,0.34
SVSK,12:35:17.000,12:35:16.800,0.43
SVSK,12:48:33.000,12:48:32.800,0.79
SVSK,14:21:25.000,14:21:25.400,0.65
SVSK,14:30:32.840,14:30:32.900,0.62
SVSK,14:39:05.010,14:39:04.300,0.77
SVSK,15:34:07.030,15:34:06.400,0.26
SVSK,15:42:05.020,15:42:05.400,0.24
SVSK,15:53:21.230,15:53:21.000,0.25
SVSK,16:44:04.410,16:44:04.100,0.27
SVSK,17:05:18.000,17:05:18.100,0.73
SVSK,17:19:42.000,17:19:41.600,0.58
SVSK,17:26:58.570,17:26:57.700,0.5
SVSK,18:04:30.000,18:04:29.400,0.82
SVSK,18:20:33.000,18:20:33.300,0.64
SVSK,18:34:39.000,18:34:39.900,0.39
SVSK,18:44:38.000,18:44:37.500,0.84
SVSK,19:19:33.000,19:19:32.400,0.63
SVSK,19:31:33.000,19:31:33.100,0.96
SVSK,19:40:52.000,19:40:51.400,0.42
SVSK,19:44:17.000,19:44:16.300,0.84
SVSK,19:47:10.000,19:47:09.600,0.57
SVSK,19:50:13.560,19:50:13.500,0.52
SVSK,20:12:24.010,20:12:23.800,0.91
SVSK,20:28:45.010,20:28:44.400,0.56
SVSK,20:36:30.000,20:36:29.900,0.46
SVSK,20:38:37.000,20:38:36.400,0.83
SVSK,20:40:40.140,20:40:40.200,0.33
SVSK,20:44:35.290,20:44:35.600,0.15
SVSK,20:53:59.460,20:53:59.400,0.4
SVSK,21:15:50.870,21:15:50.800,0.32
SVSK,21:20:21.000,21:20:20.200,0.56
SVSK,21:32:41.000,21:32:41.300,0.94
SVSK,21:42:00.010,21:41:59.600,0.64
SVSK,21:58:17.870,21:58:18.200,0.22
SVSK,22:10:25.000,22:10:24.600,0.84
SVSK,22:12:09.000,22:12:09.300,0.65
SVSK,22:26:53.000,22:26:53.200,0.44
SVSK,22:28:38.120,22:28:37.700,0.57
SVSK,23:17:47.000,23:17:46.100,0.59
SVSK,23:46:15.000,23:46:15.900,0.83
SVSK,23:56:39.000,23:56:38.100,0.86
TAHT,01:17:54.120,01:17:53.500,0.82
TAHT,01:58:37.000,01:58:36.900,0.77
TAHT,02:23:34.000,02:23:33.500,0.75
TAHT,02:54:07.000,02:54:07.000,0.94
TAHT,02:56:43.000,02:56:42.400,0.76
TAHT,03:58:23.230,03:58:23.300,0.13
TAHT,04:08:07.000,04:08:06.500,0.95
TAHT,04:13:11.000,04:13:10.900,0.89
TAHT,04:24:17.290,04:24:17.400,0.9
TAHT,04:28:09.550,04:28:09.600,0.54
TAHT,04:31:26.740,04:31:26.600,0.77
TAHT,04:37:16.000,04:37:16.900,0.9
TAHT,04:48:04.000,04:48:04.600,0.7
TAHT,04:50:21.990,04:50:21.900,0.81
TAHT,05:06:46.320,05:06:47.100,0.31
TASB,00:16:25.000,00:16:24.500,0.77
TASB,15:26:19.000,15:26:19.600,0.91
TOKT,02:04:20.000,02:04:20.800,0.28
TOKT,04:19:31.000,04:19:30.400,0.71
TOKT,05:02:33.000,05:02:32.900,0.4
TOKT,05:09:25.000,05:09:25.800,0.92
TOKT,05:27:13.000,05:27:12.100,0.76
TOKT,09:49:28.790,09:49:28.500,0.37
TOKT,10:08:18.080,10:08:18.800,0.22
TOKT,12:14:29.000,12:14:28.800,0.28
TOKT,12:35:25.000,12:35:24.100,0.72
TOKT,12:48:38.840,12:48:38.600,0.32
TOKT,13:12:37.000,13:12:37.200,0.81
TOKT,13:18:23.240,13:18:23.200,0.18
TOKT,14:10:51.990,14:10:51.800,0.14
TOKT,14:27:41.270,14:27:41.400,0.26
TOKT,14:42:36.000,14:42:36.400,0.27
TOKT,14:51:59.000,14:51:59.400,0.5
TOKT,15:34:14.000,15:34:13.500,0.7
TOKT,15:53:28.380,15:53:28.100,0.18
TOKT,16:00:07.000,16:00:07.800,0.31
TOKT,17:19:49.000,17:19:48.700,0.61
TOKT,17:27:03.000,17:27:03.200,0.68
TOKT,17:41:16.410,17:41:16.300,0.24
TOKT,19:31:40.300,19:31:39.400,0.32
TOKT,19:47:17.000,19:47:17.400,0.63
TOKT,20:06:15.000,20:06:15.800,0.87
TOKT,20:12:30.000,20:12:30.100,0.4
TOKT,20:14:51.000,20:14:51.400,0.29
TOKT,20:22:34.000,20:22:33.700,0.78
TOKT,21:32:48.000,21:32:47.400,0.6
TOKT,21:58:23.000,21:58:23.500,0.92
TOKT,22:12:17.000,22:12:16.600,0.32
TOKT,23:41:55.000,23:41:55.500,0.4
TOKT,23:46:23.000,23:46:22.700,0.79
TOKT,23:56:44.870,23:56:44.700,0.13
URFA,01:27:21.000,01:27:20.100,0.54
URFA,01:52:11.000,01:52:10.600,0.83
URFA,02:03:54.280,02:03:54.400,0.74
URFA,02:10:31.500,02:10:30.700,0.54
URFA,02:26:48.990,02:26:48.700,0.64
URFA,02:29:15.000,02:29:14.700,0.89
URFA,02:33:42.990,02:33:42.900,0.77
URFA,02:34:43.000,02:34:42.700,0.62
URFA,03:01:30.000,03:01:29.700,0.58
URFA,03:02:37.600,03:02:37.100,0.69
URFA,03:05:01.000,03:05:00.100,0.59
URFA,03:08:03.270,03:08:03.100,0.4
URFA,03:10:39.130,03:10:39.100,0.36
URFA,03:12:01.000,03:12:01.900,0.7
URFA,03:16:29.000,03:16:29.600,0.73
URFA,03:29:01.000,03:29:00.400,0.95
URFA,03:43:29.000,03:43:28.400,0.82
URFA,04:03:42.000,04:03:41.400,0.56
URFA,04:08:19.410,04:08:19.500,0.11
URFA,04:19:02.710,04:19:02.500,0.79
URFA,04:25:09.000,04:25:09.500,0.9
URFA,04:40:06.000,04:40:06.100,0.75
URFA,04:56:31.000,04:56:31.700,0.95
URFA,05:02:08.020,05:02:08.300,0.63
URFA,05:03:56.000,05:03:56.300,0.95
URFA,05:17:15.000,05:17:14.700,0.89
URFA,05:20:04.370,05:20:03.800,0.82
URFA,05:23:08.000,05:23:07.400,0.76
URFA,05:30:30.000,05:30:29.600,0.89
URFA,05:31:40.390,05:31:40.500,0.38
URFA,05:33:27.000,05:33:26.700,0.91
URFA,05:40:53.720,05:40:53.600,0.65
URFA,05:42:01.000,05:42:01.000,0.45
URFA,05:43:18.140,05:43:17.400,0.56
URFA,05:49:46.010,05:49:45.500,0.94
URFA,05:54:19.000,05:54:18.300,0.93
URFA,05:56:05.960,05:56:05.100,0.58
URFA,06:02:01.000,06:02:00.800,0.93
URFA,06:18:17.000,06:18:16.900,0.86
URFA,06:28:08.270,06:28:07.300,0.46
URFA,06:34:26.270,06:34:25.300,0.8
URFA,06:40:10.010,06:40:10.100,0.91
URFA,06:43:44.280,06:43:43.300,0.61
URFA,06:50:06.550,06:50:05.900,0.79
URFA,06:53:06.840,06:53:06.900,0.66
URFA,06:55:21.000,06:55:21.100,0.95
URFA,07:06:51.000,07:06:50.100,0.87
URFA,07:09:13.000,07:09:12.900,0.68
URFA,07:13:43.000,07:13:42.500,0.62
URFA,07:19:47.000,07:19:46.600,0.94
URFA,07:26:20.010,07:26:20.100,0.86
URFA,07:36:05.660,07:36:06.200,0.13
URFA,07:41:31.740,07:41:31.900,0.69
URFA,07:47:53.000,07:47:53.700,0.73
URFA,07:50:47.490,07:50:47.000,0.42
URFA,08:06:59.000,08:06:58.200,0.92
URFA,08:15:09.940,08:15:09.400,0.13
URFA,08:15:10.020,08:15:09.400,0.5
URFA,08:21:55.810,08:21:54.900,0.6
URFA,08:36:26.280,08:36:26.300,0.83
URFA,08:38:41.000,08:38:40.900,0.96
URFA,08:44:59.360,08:44:59.400,0.74
URFA,09:21:18.000,09:21:17.700,0.86
URFA,09:36:48.540,09:36:47.900,0.15
URFA,09:54:43.000,09:54:42.400,0.9
URFA,10:07:51.950,10:07:51.700,0.84
URFA,10:12:32.280,10:12:31.800,0.94
URFA,10:21:57.740,10:21:57.700,0.45
URFA,10:25:16.840,10:25:16.200,0.83
URFA,10:39:22.000,10:39:21.700,0.78
URFA,11:12:07.000,11:12:06.800,0.83
URFA,11:28:15.000,11:28:15.700,0.79
URFA,11:31:05.000,11:31:05.700,0.95
URFA,11:34:41.000,11:34:41.100,0.86
URFA,11:35:52.000,11:35:51.200,0.94
URFA,11:44:29.000,11:44:28.400,0.92
URFA,11:49:13.000,11:49:13.400,0.86
URFA,11:58:58.800,11:58:58.400,0.26
URFA,12:35:02.370,12:35:01.500,0.35
URFA,12:39:37.000,12:39:36.100,0.96
URFA,13:00:35.000,13:00:35.000,0.66
URFA,13:18:19.000,13:18:18.700,0.68
URFA,13:39:48.000,13:39:47.700,0.91
URFA,13:52:24.700,13:52:24.800,0.65
URFA,14:03:31.000,14:03:30.300,0.63
URFA,14:21:10.840,14:21:10.200,0.55
URFA,14:23:02.290,14:23:02.400,0.4
URFA,14:27:35.000,14:27:34.500,0.85
URFA,14:33:25.790,14:33:26.200,0.31
URFA,14:51:30.460,14:51:29.500,0.4
URFA,15:01:57.990,15:01:57.400,0.74
URFA,15:06:47.010,15:06:47.200,0.75
URFA,15:08:30.000,15:08:30.400,0.82
URFA,15:14:52.990,15:14:52.800,0.52
URFA,15:21:57.470,15:21:57.300,0.32
URFA,15:38:25.000,15:38:25.400,0.86
URFA,15:51:43.000,15:51:42.500,0.83
URFA,15:53:03.000,15:53:02.800,0.91
URFA,15:54:32.000,15:54:31.500,0.33
URFA,16:02:41.000,16:02:40.300,0.61
URFA,16:07:13.000,16:07:12.200,0.92
URFA,16:35:34.840,16:35:34.300,0.94
URFA,16:41:42.030,16:41:42.600,0.49
URFA,16:49:40.250,16:49:40.700,0.21
URFA,16:52:21.990,16:52:21.400,0.51
URFA,16:56:01.010,16:56:00.200,0.91
URFA,17:00:05.000,17:00:04.800,0.8
URFA,17:05:07.010,17:05:06.700,0.94
URFA,17:06:10.040,17:06:09.900,0.36
URFA,17:10:29.710,17:10:29.500,0.49
URFA,17:12:14.000,17:12:13.900,0.15
URFA,17:25:15.000,17:25:15.500,0.77
URFA,17:33:28.990,17:33:29.400,0.57
URFA,17:39:39.000,17:39:39.500,0.87
URFA,17:55:03.000,17:55:02.100,0.66
URFA,18:04:31.000,18:04:30.300,0.86
URFA,18:10:45.000,18:10:44.300,0.72
URFA,18:20:22.990,18:20:22.900,0.29
URFA,18:27:11.730,18:27:12.200,0.47
URFA,18:32:55.140,18:32:55.900,0.29
URFA,18:51:48.000,18:51:47.800,0.96
URFA,18:56:09.960,18:56:09.600,0.8
URFA,19:11:07.000,19:11:07.000,0.86
URFA,19:15:31.000,19:15:30.900,0.92
URFA,19:21:41.240,19:21:40.800,0.13
URFA,19:40:34.000,19:40:34.000,0.92
URFA,19:44:05.290,19:44:04.500,0.79
URFA,19:46:50.270,19:46:50.200,0.88
URFA,19:58:33.000,19:58:33.600,0.78
URFA,20:05:45.000,20:05:45.600,0.33
URFA,20:12:11.730,20:12:11.600,0.5
URFA,20:13:32.010,20:13:32.300,0.86
URFA,20:21:17.210,20:21:16.700,0.68
URFA,20:26:29.720,20:26:29.500,0.71
URFA,20:35:23.450,20:35:23.400,0.64
URFA,20:36:19.000,20:36:19.700,0.71
URFA,20:38:20.280,20:38:19.400,0.88
URFA,20:40:27.550,20:40:27.300,0.51
URFA,20:41:54.420,20:41:54.900,0.44
URFA,21:06:58.340,21:06:57.900,0.72
URFA,21:20:06.510,21:20:06.100,0.52
URFA,21:21:24.340,21:21:24.200,0.56
URFA,21:42:01.000,21:42:00.300,0.68
URFA,21:52:01.000,21:52:00.900,0.81
URFA,21:58:19.000,21:58:18.900,0.91
URFA,22:05:10.000,22:05:09.400,0.8
URFA,22:06:34.790,22:06:35.000,0.3
URFA,22:11:57.000,22:11:56.400,0.9
URFA,22:14:29.000,22:14:28.600,0.92
URFA,22:16:37.000,22:16:36.300,0.88
URFA,22:20:19.000,22:20:19.300,0.72
URFA,22:21:10.610,22:21:09.800,0.42
URFA,22:26:43.000,22:26:42.400,0.89
URFA,22:38:01.000,22:38:01.900,0.84
URFA,22:40:22.380,22:40:21.900,0.23
URFA,22:45:28.030,22:45:28.400,0.59
URFA,22:59:25.560,22:59:25.500,0.24
URFA,23:02:19.000,23:02:18.600,0.88
URFA,23:13:04.280,23:13:04.300,0.9
URFA,23:15:06.290,23:15:06.200,0.18
URFA,23:32:22.000,23:32:21.700,0.72
URFA,23:38:52.230,23:38:51.400,0.22
URFA,23:43:51.350,23:43:50.400,0.58
URFA,23:48:58.360,23:48:57.600,0.41
URFA,23:56:27.610,23:56:28.300,0.49
UVEZ,08:24:57.400,08:24:57.200,0.58
UVEZ,08:32:04.480,08:32:04.500,0.81
UVEZ,09:53:09.320,09:53:09.300,0.77
UVEZ,18:26:29.550,18:26:29.900,0.66
UVEZ,18:31:14.030,18:31:14.100,0.54
VRTB,01:18:36.070,01:18:36.100,0.61
VRTB,01:48:01.000,01:48:01.300,0.96
VRTB,02:57:30.990,02:57:30.600,0.24
VRTB,03:18:52.730,03:18:52.900,0.31
VRTB,03:29:29.000,03:29:28.400,0.7
VRTB,05:12:45.990,05:12:46.100,0.81
YAYO,04:24:47.520,04:24:47.500,0.78
YAYX,01:18:23.000,01:18:24.000,0.89
YAYX,05:02:43.000,05:02:43.100,0.52
YAYX,05:09:24.150,05:09:24.300,0.5
YAYX,05:32:20.380,05:32:20.700,0.41
YAYX,05:37:24.670,05:37:25.200,0.8
YAYX,09:31:20.000,09:31:20.700,0.86
YAYX,09:32:38.000,09:32:38.600,0.58
YAYX,10:25:34.640,10:25:35.200,0.48
YAYX,12:31:13.000,12:31:13.200,0.33
YAYX,12:48:44.000,12:48:44.800,0.24
YAYX,14:45:28.720,14:45:27.900,0.89
YAYX,18:04:34.000,18:04:34.900,0.81
YAYX,21:58:24.000,21:58:23.900,0.64
YAYX,22:30:19.720,22:30:19.900,0.88
YAYX,23:17:52.270,23:17:52.500,0.45
YESY,10:25:34.630,10:25:33.900,0.34
YESY,22:30:19.000,22:30:19.200,0.25
