station,Phasenet-EQTransformer_Average_pick_time,Kandilli_pick_time,Phasenet_score,EQTransformer_score
KOZT,06:09:35.500,06:09:34.830,0.4824878,0.16
KOZT,06:11:24.300,06:11:23.565,0.59579873,0.21
KOZT,06:13:44.100,06:13:43.900,0.47735268,0.2
KOZT,06:33:53.400,06:33:54.270,0.52807784,0.31
KOZT,06:52:23.600,06:52:23.610,0.5524664,0.4
KOZT,06:59:41.100,06:59:40.505,0.68534076,0.26
KOZT,08:07:07.000,08:07:07.090,0.40270153,0.2
KOZT,08:07:07.000,08:07:07.120,0.40270153,0.33
KOZT,08:09:10.700,08:09:11.420,0.6811577,0.29
KOZT,08:09:10.700,08:09:11.430,0.6811577,0.27
KOZT,08:17:13.800,08:17:13.590,0.5492412,0.38
KOZT,08:18:19.400,08:18:19.290,0.746182,0.38
KOZT,08:42:31.300,08:42:31.915,0.5394097,0.3
KOZT,08:46:08.200,08:46:08.720,0.61637557,0.11
KOZT,08:53:12.600,08:53:13.110,0.5916628,0.49
KOZT,09:05:47.200,09:05:46.395,0.6247055,0.24
KOZT,09:06:24.900,09:06:25.620,0.7232145,0.1
KOZT,09:10:48.100,09:10:48.360,0.50242144,0.36
KOZT,09:10:48.100,09:10:48.430,0.50242144,0.41
KOZT,09:12:11.800,09:12:11.980,0.37328884,0.19
KOZT,09:34:50.900,09:34:50.130,0.37270766,0.25
KOZT,09:36:43.700,09:36:44.515,0.5430729,0.21
KOZT,10:16:51.700,10:16:52.335,0.70443827,0.43
KOZT,11:16:55.600,11:16:56.030,0.27342165,0.44
KOZT,11:17:07.700,11:17:08.110,0.38700625,0.17
KOZT,12:02:39.200,12:02:39.465,0.49854547,0.41
KOZT,12:07:58.600,12:07:58.820,0.50289744,0.15
KOZT,12:07:58.600,12:07:58.895,0.50289744,0.21
KOZT,12:37:12.600,12:37:12.160,0.6520328,0.19
KOZT,13:59:19.400,13:59:19.655,0.68764323,0.24
KOZT,15:01:52.200,15:01:52.305,0.51983446,0.24
KOZT,15:11:11.200,15:11:11.515,0.70952046,0.29
KOZT,15:22:02.800,15:22:03.720,0.3006246,0.14
KOZT,15:44:35.900,15:44:36.600,0.3610034,0.33
KOZT,15:50:22.200,15:50:21.890,0.5373064,0.22
KOZT,15:54:38.500,15:54:38.235,0.5401904,0.36
KOZT,16:02:57.800,16:02:57.900,0.79372907,0.49
KOZT,16:07:22.000,16:07:21.915,0.5189299,0.23
KOZT,16:07:22.000,16:07:21.915,0.5189299,0.17
KOZT,16:22:13.300,16:22:13.230,0.4804051,0.24
KOZT,16:23:12.000,16:23:12.130,0.602288,0.37
KOZT,16:28:37.200,16:28:37.720,0.5575595,0.31
KOZT,16:43:53.300,16:43:54.160,0.57735217,0.24
KOZT,16:56:18.500,16:56:18.540,0.54001486,0.34
KOZT,16:56:18.500,16:56:18.745,0.54001486,0.4
KOZT,16:59:53.200,16:59:53.705,0.7354088,0.46
KOZT,16:59:53.200,16:59:53.805,0.7354088,0.33
KOZT,17:16:44.000,17:16:44.375,0.5223273,0.26
KOZT,17:55:05.600,17:55:04.795,0.6119553,0.37
KOZT,18:05:28.200,18:05:28.245,0.4619794,0.16
KOZT,18:37:50.400,18:37:49.535,0.3700717,0.54
KOZT,19:16:13.700,19:16:13.905,0.53621274,0.22
KOZT,19:19:42.600,19:19:42.040,0.6284358,0.16
KOZT,19:48:24.700,19:48:25.150,0.67946887,0.31
KOZT,19:50:08.900,19:50:08.380,0.7479898,0.22
KOZT,20:14:36.900,20:14:37.875,0.49844408,0.36
KOZT,20:58:35.400,20:58:35.990,0.7171881,0.47
KOZT,21:39:12.900,21:39:12.840,0.6424457,0.35
KOZT,21:40:02.200,21:40:01.280,0.46434405,0.13
KOZT,21:40:34.900,21:40:35.355,0.6453451,0.47
KOZT,21:41:53.800,21:41:54.200,0.79844993,0.46
KOZT,21:41:53.800,21:41:54.225,0.79844993,0.42
KOZT,21:51:42.200,21:51:42.200,0.6930714,0.41
KOZT,21:51:42.200,21:51:42.340,0.6930714,0.13
KOZT,21:58:11.300,21:58:12.105,0.5912887,0.21
KOZT,22:01:48.600,22:01:47.935,0.555181,0.27
KOZT,22:30:09.500,22:30:08.705,0.54184306,0.31
KOZT,23:17:40.400,23:17:40.055,0.61720836,0.5
KRBG,04:24:45.800,04:24:45.870,0.8148985,0.59
KULA,04:54:47.500,04:54:47.710,0.8411155,0.68
KULA,04:54:47.500,04:54:47.745,0.8411155,0.7
MAZI,22:40:58.000,22:40:58.030,0.7075733,0.38
MDUB,08:25:05.200,08:25:05.340,0.6347263,0.77
MDUB,08:32:15.800,08:32:15.760,0.82658464,0.67
MERS,08:02:37.500,08:02:37.045,0.5732346,0.32
MERS,08:02:37.500,08:02:37.150,0.5732346,0.23
MERS,08:05:25.400,08:05:25.240,0.6878673,0.24
MERS,12:03:13.700,12:03:14.630,0.63810134,0.23
MERS,18:04:56.400,18:04:56.405,0.5821933,0.23
MERS,18:04:56.400,18:04:56.600,0.5821933,0.16
MERS,21:02:55.100,21:02:55.055,0.45687082,0.3
MERS,21:27:51.200,21:27:50.315,0.36639932,0.12
MERS,21:27:51.200,21:27:50.365,0.36639932,0.2
MERS,21:35:25.800,21:35:26.005,0.7898283,0.27
MLAZ,03:19:25.100,03:19:25.445,0.43517837,0.2
MLAZ,05:12:51.200,05:12:51.400,0.28020325,0.41
RSDY,12:03:29.500,12:03:29.835,0.5075446,0.36
SARI,01:52:22.100,01:52:22.155,0.6410005,0.53
SARI,02:02:25.400,02:02:25.850,0.4948902,0.35
SARI,02:04:18.300,02:04:19.045,0.36989814,0.28
SARI,02:18:24.900,02:18:24.570,0.5297513,0.28
SARI,02:32:02.200,02:32:01.480,0.87210286,0.4
SARI,02:37:30.600,02:37:31.210,0.62594926,0.41
SARI,02:41:28.300,02:41:28.815,0.45700455,0.3
SARI,03:12:51.400,03:12:51.945,0.664866,0.41
SARI,03:49:21.700,03:49:21.750,0.6370339,0.46
SARI,03:56:16.500,03:56:16.590,0.6176693,0.26
SARI,03:57:31.400,03:57:31.115,0.54326004,0.33
SARI,03:57:31.400,03:57:31.160,0.54326004,0.41
SARI,04:05:53.100,04:05:52.530,0.64436066,0.53
SARI,04:05:53.100,04:05:52.580,0.64436066,0.63
SARI,04:14:15.200,04:14:16.195,0.32505646,0.25
SARI,04:25:22.100,04:25:22.930,0.38046777,0.4
SARI,04:25:22.100,04:25:22.965,0.38046777,0.58
SARI,04:31:41.800,04:31:41.830,0.6152557,0.16
SARI,04:31:41.800,04:31:42.130,0.6152557,0.41
SARI,05:05:11.600,05:05:12.400,0.5497776,0.32
SARI,05:09:14.500,05:09:15.135,0.56952506,0.22
SARI,05:25:55.400,05:25:56.300,0.7047764,0.5
SARI,05:30:40.400,05:30:40.665,0.58208185,0.27
SARI,05:30:40.400,05:30:40.770,0.58208185,0.3
SARI,05:50:13.800,05:50:13.300,0.31695342,0.23
SARI,05:50:13.800,05:50:13.330,0.31695342,0.29
SARI,05:52:43.000,05:52:43.950,0.7482828,0.24
SARI,06:07:44.800,06:07:45.185,0.79102534,0.1
SARI,06:07:44.800,06:07:45.285,0.79102534,0.2
SARI,06:09:43.000,06:09:43.150,0.58181965,0.21
SARI,06:15:16.700,06:15:16.920,0.6400708,0.35
SARI,06:15:16.700,06:15:16.935,0.6400708,0.46
SARI,06:24:16.200,06:24:15.810,0.74824893,0.57
SARI,06:30:23.400,06:30:24.370,0.7790303,0.46
SARI,06:35:36.700,06:35:36.830,0.7334242,0.5
SARI,06:35:36.700,06:35:36.845,0.7334242,0.66
SARI,06:37:27.700,06:37:27.300,0.4066106,0.1
SARI,06:52:25.100,06:52:25.185,0.59234416,0.35
SARI,06:52:25.100,06:52:25.305,0.59234416,0.28
SARI,06:59:41.600,06:59:41.935,0.3489481,0.12
SARI,07:21:43.100,07:21:43.870,0.57568854,0.14
SARI,07:23:58.200,07:23:58.495,0.46656537,0.16
SARI,07:23:58.200,07:23:58.530,0.46656537,0.21
SARI,07:29:27.300,07:29:26.990,0.45300192,0.38
SARI,07:31:40.900,07:31:41.180,0.877223,0.54
SARI,07:31:40.900,07:31:41.185,0.877223,0.51
SARI,07:39:25.300,07:39:25.820,0.6949192,0.35
SARI,07:39:25.300,07:39:25.865,0.6949192,0.29
SARI,07:44:17.300,07:44:17.520,0.69497097,0.3
SARI,07:48:22.500,07:48:22.695,0.7204046,0.37
SARI,07:48:22.500,07:48:22.745,0.7204046,0.42
SARI,08:09:20.100,08:09:20.700,0.7690752,0.45
SARI,08:13:30.000,08:13:29.990,0.7353119,0.41
SARI,08:26:31.400,08:26:31.610,0.3208007,0.16
SARI,08:46:12.200,08:46:12.960,0.56609213,0.24
SARI,09:02:30.400,09:02:30.435,0.6616879,0.27
SARI,09:04:11.500,09:04:12.460,0.76337284,0.33
SARI,09:05:57.900,09:05:57.500,0.7008174,0.51
SARI,09:06:26.700,09:06:26.865,0.4843392,0.1
SARI,09:12:21.900,09:12:21.575,0.5040441,0.26
SARI,09:12:21.900,09:12:21.940,0.5040441,0.37
SARI,09:21:48.700,09:21:48.050,0.86494964,0.44
SARI,09:24:31.900,09:24:32.880,0.67319167,0.2
SARI,09:58:03.000,09:58:03.015,0.7326327,0.36
SARI,09:58:03.000,09:58:03.035,0.7326327,0.22
SARI,10:08:24.300,10:08:24.760,0.5396595,0.22
SARI,10:08:24.300,10:08:24.955,0.5396595,0.2
SARI,10:16:54.600,10:16:55.165,0.53937274,0.14
SARI,10:16:54.600,10:16:55.450,0.53937274,0.14
SARI,10:30:41.500,10:30:40.500,0.43202257,0.32
SARI,11:00:21.300,11:00:21.415,0.69185287,0.57
SARI,11:05:48.200,11:05:48.145,0.89964926,0.65
SARI,11:39:54.100,11:39:54.550,0.6595609,0.4
SARI,11:50:17.800,11:50:18.405,0.8605356,0.48
SARI,12:07:46.700,12:07:46.955,0.61338645,0.59
SARI,12:21:30.900,12:21:30.930,0.71284866,0.41
SARI,12:30:45.900,12:30:46.415,0.8145996,0.63
SARI,12:45:32.100,12:45:32.530,0.7563343,0.5
SARI,12:56:00.800,12:55:59.805,0.7610906,0.43
SARI,13:00:33.100,13:00:33.050,0.86832076,0.61
SARI,13:00:33.100,13:00:33.065,0.86832076,0.66
SARI,13:03:46.600,13:03:47.020,0.83861417,0.47
SARI,13:21:30.600,13:21:31.285,0.7683298,0.56
SARI,13:52:50.600,13:52:51.090,0.703112,0.41
SARI,13:59:02.800,13:59:02.810,0.5849642,0.41
SARI,14:02:23.100,14:02:23.220,0.65223074,0.44
SARI,14:05:03.800,14:05:03.475,0.4651311,0.41
SARI,14:05:03.800,14:05:03.490,0.4651311,0.49
SARI,14:10:40.700,14:10:40.750,0.6526373,0.14
SARI,14:10:40.700,14:10:40.750,0.6526373,0.52
SARI,14:30:12.900,14:30:12.340,0.65433717,0.41
SARI,14:30:12.900,14:30:12.370,0.65433717,0.63
SARI,14:40:51.600,14:40:51.500,0.87115186,0.51
SARI,14:48:34.200,14:48:34.845,0.92552304,0.63
SARI,14:56:12.100,14:56:11.500,0.7198276,0.16
SARI,15:01:38.700,15:01:38.810,0.8096591,0.43
SARI,15:01:38.700,15:01:38.925,0.8096591,0.8
SARI,15:06:56.300,15:06:57.125,0.7108133,0.41
SARI,15:08:41.400,15:08:42.150,0.6038153,0.4
SARI,15:10:53.900,15:10:54.195,0.78889656,0.65
SARI,15:41:43.900,15:41:44.210,0.87715,0.46
SARI,15:48:20.100,15:48:19.550,0.56312585,0.22
SARI,15:50:02.500,15:50:02.820,0.72099787,0.39
SARI,15:50:02.500,15:50:02.835,0.72099787,0.39
SARI,15:51:58.000,15:51:58.070,0.5620455,0.21
SARI,15:56:37.900,15:56:38.115,0.7788905,0.65
SARI,15:58:59.700,15:58:59.440,0.8033572,0.58
SARI,16:02:40.300,16:02:39.375,0.63585156,0.15
SARI,16:11:01.700,16:11:01.620,0.835188,0.62
SARI,16:11:01.700,16:11:01.635,0.835188,0.74
SARI,16:15:44.600,16:15:44.735,0.5000967,0.36
SARI,16:22:58.300,16:22:58.410,0.8038408,0.57
SARI,16:25:12.500,16:25:13.235,0.82114327,0.51
SARI,16:26:52.600,16:26:52.470,0.75129104,0.41
SARI,16:41:37.900,16:41:37.970,0.6305136,0.35
SARI,16:46:51.300,16:46:51.575,0.73877823,0.36
SARI,16:50:04.300,16:50:05.095,0.7850728,0.36
SARI,16:59:39.500,16:59:39.895,0.66360533,0.39
SARI,17:01:33.700,17:01:33.525,0.7131324,0.29
SARI,17:16:29.900,17:16:30.030,0.8279981,0.52
SARI,17:26:37.100,17:26:36.850,0.4886415,0.33
SARI,17:37:41.200,17:37:40.820,0.56421494,0.39
SARI,17:43:16.800,17:43:16.785,0.6334287,0.32
SARI,18:02:55.700,18:02:56.000,0.90117496,0.73
SARI,18:02:55.700,18:02:56.005,0.90117496,0.52
SARI,18:04:07.700,18:04:07.385,0.5621604,0.41
SARI,18:05:14.300,18:05:15.100,0.4490215,0.19
SARI,18:07:25.600,18:07:25.355,0.6109998,0.25
SARI,18:14:03.200,18:14:02.625,0.8229512,0.55
SARI,18:25:55.000,18:25:54.775,0.69821715,0.54
SARI,18:41:54.600,18:41:53.970,0.57739896,0.24
SARI,18:45:45.800,18:45:45.695,0.6690965,0.59
SARI,19:10:43.900,19:10:44.275,0.45900452,0.35
SARI,19:13:01.200,19:13:00.725,0.5442865,0.24
SARI,19:13:01.200,19:13:01.275,0.5442865,0.42
SARI,19:25:21.800,19:25:22.290,0.59586066,0.37
SARI,20:02:45.800,20:02:46.130,0.47507977,0.26
SARI,20:14:25.300,20:14:25.075,0.55707574,0.35
SARI,20:19:11.800,20:19:11.515,0.814146,0.67
SARI,20:22:07.900,20:22:08.135,0.7034761,0.45
SARI,20:26:58.900,20:26:58.565,0.68660706,0.31
SARI,20:54:12.800,20:54:13.430,0.36694318,0.14
SARI,20:56:02.500,20:56:02.310,0.6684393,0.52
SARI,20:58:30.300,20:58:30.095,0.5969437,0.41
SARI,21:05:25.000,21:05:25.150,0.55768096,0.33
SARI,21:23:54.600,21:23:55.365,0.4793974,0.41
SARI,21:23:54.600,21:23:55.395,0.4793974,0.47
SARI,21:57:56.900,21:57:56.855,0.5428078,0.63
SARI,22:01:29.500,22:01:29.420,0.5628434,0.2
SARI,22:29:52.000,22:29:51.670,0.78512144,0.31
SARI,22:41:23.100,22:41:23.940,0.7992209,0.39
SARI,22:51:32.200,22:51:31.510,0.6568615,0.35
SARI,22:55:44.200,22:55:44.115,0.5988344,0.15
SARI,23:12:00.800,23:12:00.690,0.7306012,0.55
SARI,23:13:58.600,23:13:58.815,0.67554104,0.3
SARI,23:13:58.600,23:13:59.040,0.67554104,0.29
SARI,23:17:25.900,23:17:25.710,0.8091215,0.45
SARI,23:21:28.500,23:21:28.485,0.5629567,0.52
SARI,23:21:28.500,23:21:28.660,0.5629567,0.36
SARI,23:46:06.300,23:46:06.440,0.63016474,0.22
SARI,23:54:29.100,23:54:28.795,0.8425708,0.66
SARI,23:56:34.100,23:56:34.100,0.523823,0.24
SARI,23:56:34.100,23:56:34.120,0.523823,0.38
SAUV,08:25:13.100,08:25:12.905,0.6419016,0.51
SAUV,08:32:15.700,08:32:16.030,0.9701035,0.74
SAUV,09:53:22.800,09:53:23.450,0.75603104,0.52
SAUV,18:31:12.100,18:31:11.675,0.48844638,0.73
SDAG,05:29:07.000,05:29:07.315,0.59711564,0.5
SVAN,02:54:32.600,02:54:32.920,0.6222506,0.33
SVAN,02:54:32.600,02:54:32.925,0.6222506,0.32
SVAN,17:18:23.100,17:18:22.815,0.6791893,0.46
SVAN,22:41:18.400,22:41:18.255,0.8071632,0.53
TAHT,02:02:22.300,02:02:22.735,0.78924024,0.34
TAHT,02:23:48.200,02:23:47.655,0.6153687,0.41
TAHT,02:54:11.900,02:54:11.860,0.75555277,0.51
TAHT,03:58:26.300,03:58:26.695,0.80217284,0.41
TAHT,04:13:13.300,04:13:13.630,0.9620528,0.75
TAHT,04:24:19.600,04:24:19.085,0.9719205,0.81
TAHT,04:28:14.800,04:28:14.355,0.7299535,0.58
TAHT,04:37:19.500,04:37:18.860,0.80410933,0.34
TAHT,04:37:19.500,04:37:18.875,0.80410933,0.39
TAHT,04:48:10.100,04:48:10.115,0.56160486,0.24
TAHT,04:50:25.300,04:50:25.205,0.7976418,0.53
URFA,01:34:00.800,01:34:01.325,0.44058225,0.22
URFA,01:34:00.800,01:34:01.420,0.44058225,0.35
URFA,01:50:35.900,01:50:36.585,0.79500514,0.62
URFA,01:52:29.300,01:52:28.430,0.51656854,0.14
URFA,02:06:51.000,02:06:50.480,0.6818687,0.57
URFA,02:06:51.000,02:06:50.490,0.6818687,0.37
URFA,02:29:35.100,02:29:34.940,0.6061764,0.38
URFA,02:34:59.600,02:34:58.765,0.2986068,0.15
URFA,02:34:59.600,02:34:58.795,0.2986068,0.27
URFA,02:39:10.300,02:39:10.480,0.4712085,0.31
URFA,03:02:50.200,03:02:49.965,0.7446449,0.18
URFA,03:16:40.400,03:16:41.290,0.8638259,0.56
URFA,03:28:02.900,03:28:03.865,0.52594084,0.13
URFA,03:29:10.600,03:29:10.620,0.7534168,0.56
URFA,03:46:17.800,03:46:17.330,0.80806357,0.42
URFA,04:05:54.400,04:05:54.120,0.80934787,0.35
URFA,04:14:43.000,04:14:42.715,0.8655095,0.59
URFA,04:58:49.500,04:58:49.370,0.4515811,0.13
URFA,05:17:27.600,05:17:28.200,0.64525145,0.12
URFA,05:23:17.600,05:23:17.395,0.8936111,0.65
URFA,05:26:04.800,05:26:04.190,0.6055728,0.31
URFA,05:33:37.400,05:33:37.255,0.58755344,0.35
URFA,05:43:27.700,05:43:27.665,0.9361408,0.69
URFA,05:52:49.200,05:52:48.640,0.8332233,0.49
URFA,05:56:15.600,05:56:15.260,0.7772465,0.54
URFA,06:19:53.900,06:19:54.315,0.4134816,0.19
URFA,06:32:10.200,06:32:09.780,0.605137,0.33
URFA,06:34:36.700,06:34:35.830,0.6591394,0.35
URFA,06:50:16.200,06:50:16.070,0.96055365,0.69
URFA,06:50:16.200,06:50:16.140,0.96055365,0.74
URFA,06:51:54.100,06:51:53.185,0.4527545,0.14
URFA,06:53:18.100,06:53:17.450,0.73918664,0.21
URFA,06:55:37.500,06:55:37.360,0.7414755,0.31
URFA,07:07:00.900,07:07:00.900,0.9489367,0.68
URFA,07:43:44.200,07:43:44.080,0.9184129,0.58
URFA,07:48:06.700,07:48:07.250,0.71072745,0.47
URFA,07:54:05.400,07:54:05.485,0.83405006,0.43
URFA,07:54:05.400,07:54:05.490,0.83405006,0.46
URFA,08:02:44.100,08:02:43.315,0.7540681,0.24
URFA,08:07:16.200,08:07:16.315,0.61109,0.25
URFA,08:07:16.200,08:07:16.685,0.61109,0.38
URFA,08:11:57.000,08:11:57.370,0.6707561,0.41
URFA,08:15:23.100,08:15:23.310,0.39238966,0.33
URFA,08:40:47.500,08:40:47.600,0.7378256,0.4
URFA,09:44:21.800,09:44:21.775,0.87064135,0.48
URFA,10:12:42.600,10:12:42.120,0.4812646,0.29
URFA,11:01:28.900,11:01:29.395,0.716181,0.35
URFA,11:31:20.800,11:31:20.665,0.5381974,0.33
URFA,11:44:42.700,11:44:41.730,0.30885094,0.16
URFA,12:14:27.900,12:14:27.365,0.7087691,0.39
URFA,12:14:27.900,12:14:27.670,0.7087691,0.15
URFA,12:39:50.900,12:39:50.260,0.7064311,0.41
URFA,13:22:43.100,13:22:42.860,0.3754825,0.21
URFA,13:29:28.800,13:29:28.740,0.6261727,0.41
URFA,13:29:28.800,13:29:28.785,0.6261727,0.5
URFA,14:03:45.800,14:03:45.015,0.7121287,0.3
URFA,14:25:33.900,14:25:33.995,0.7844291,0.52
URFA,14:33:39.900,14:33:39.995,0.50652766,0.29
URFA,14:51:40.300,14:51:39.630,0.8169855,0.49
URFA,15:15:09.500,15:15:10.035,0.7846377,0.2
URFA,15:15:09.500,15:15:10.200,0.7846377,0.26
URFA,16:15:58.200,16:15:58.375,0.725783,0.33
URFA,16:15:58.200,16:15:58.395,0.725783,0.39
URFA,17:19:43.900,17:19:44.375,0.39236775,0.28
URFA,17:19:43.900,17:19:44.450,0.39236775,0.2
URFA,18:10:55.100,18:10:55.195,0.91246784,0.65
URFA,18:18:15.700,18:18:15.800,0.83166176,0.42
URFA,18:23:20.200,18:23:20.730,0.59704703,0.2
URFA,18:23:20.200,18:23:20.805,0.59704703,0.16
URFA,18:30:22.200,18:30:23.180,0.56683695,0.21
URFA,19:13:13.700,19:13:13.840,0.6824977,0.34
URFA,19:15:45.800,19:15:46.200,0.38851598,0.21
URFA,19:15:45.800,19:15:46.275,0.38851598,0.62
URFA,19:38:13.500,19:38:14.275,0.38759556,0.22
URFA,19:38:13.500,19:38:14.290,0.38759556,0.32
URFA,19:40:46.400,19:40:45.475,0.7211559,0.39
URFA,20:09:09.300,20:09:08.980,0.5694779,0.41
URFA,20:09:09.300,20:09:09.005,0.5694779,0.41
URFA,20:12:27.400,20:12:27.270,0.53911436,0.41
URFA,21:14:33.300,21:14:32.930,0.5659421,0.4
URFA,22:12:11.000,22:12:10.925,0.70035994,0.29
URFA,22:12:11.000,22:12:11.060,0.70035994,0.32
URFA,22:14:46.400,22:14:46.110,0.77459276,0.42
URFA,22:20:36.800,22:20:36.595,0.6004226,0.36
URFA,22:20:36.800,22:20:36.640,0.6004226,0.24
URFA,22:24:20.000,22:24:19.620,0.6892264,0.4
URFA,22:28:49.900,22:28:49.595,0.5206566,0.11
URFA,23:02:33.800,23:02:33.290,0.5180912,0.21
URFA,23:15:22.200,23:15:22.325,0.7801398,0.41
URFA,23:44:04.900,23:44:05.360,0.7025719,0.29
UVEZ,08:32:07.100,08:32:07.025,0.9883466,0.84
UVEZ,18:26:35.400,18:26:35.125,0.75447154,0.54
UVEZ,18:31:20.800,18:31:20.260,0.72631377,0.74
VRTB,03:18:59.200,03:18:59.305,0.48819107,0.48
YAYX,14:45:38.100,14:45:38.855,0.7813078,0.45
