No,Code,Latitude,Longitude,Elivation Mt.,Location,OpenDate,Notes - İstasyon Kurulumunu Yapanlar,Sensor and Digitizer,Netwok Code,SensorType,Registry,Status,CloseDate,fType
338,RFTC,36.7782,27.8163,136,EMECIK-DATÇA-MUGLA,20170728,"ALY-OZKAN (Atershock, temporary) ",T6U49/C4165,KO,[B] 6T/CMG-CD24,YES,CLOSED,20180501,HZ
339,RFTD,36.6823,27.497,112,PALAMUTBUKU-KAYAKOY--DATCA-MUGLA,20170728,"ALI-OZKAN (Atershock, temporary) ",T6U35/C4158,KO,[B] 6T/CMG-CD24,YES,CLOSED,20180501,HZ
340,RKY,40.6874,27.1776,687,ÇARDAK-SARKÖY,20060516,Yavuz GÜNES-Murat Suvarikli,T3N96/A526,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
341,RSDY,40.3971,37.3273,550,RESADIYE TOKAT,20070615,M.SUVARIKLI,T3W88/A610,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
342,RUZG,40.7242,31.7936,1567,Kolköy/Bolu Merkez/BOLU,20191219,Murat Suvarikli - Özkan Çok,T6V51/C4232,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
343,SAFT,41.2398,32.6871,406,Safranbolu,20111216,----,T5U87/C1530,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
344,SARI,38.4072,36.4181,1673,SARIZ-KAYSERI,20070730,MEHMET KARA,T3V39/A640,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
345,SAUA,40.7402,30.3272,170,,20120225,,T5L21/A1033,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
346,SAUV,40.7401,30.3271,170,Sakarya Üniversitesi Serdivan,20120225,Yavuz GÜNES_Dogan Kalafat-Murat Suvarikli,[T6D90/C1667]-[T5L21/A1033],KO,[BA] [6T]-[5TD]/[CMG-CD24]-[CMG-CD24],YES,OPEN,OnSite,HZ
347,SB02,40.9668,28.4471,0,Location,20131229,Denizdibi-,NA,KO,Guralp,YES,CLOSED,20120212,HZ
348,SBT1,40.7042,29.1517,1260,Deniz Dibi SBT1,20101231,---,[T35821/A1359]-[T5V70/A1359],KO,[BA] [3T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,CLOSED,20110322,HZ
349,SBT2,40.8783,28.5133,810,Deniz Dibi SBT2,20101103,---,[T35829/A2565]-[T5T38/A2565],KO,[BA] [3T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,CLOSED,20120212,HZ
350,SBT3,40.885,27.9783,1204,Deniz Dibi SBT3,20100121,---,[T35820/A1360]-[T5T37/A1360],KO,[BA] [3T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,CLOSED,20120212,HZ
351,SBT4,40.8283,27.535,1144,Deniz Dibi SBT4,20101222,--,[T35832/A1361]-[T5T39/A1361],KO,[BA] [3T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,CLOSED,20110812,HZ
352,SBT5,40.6311,28.8804,368,Deniz Dibi SBT5,20100609,--,[T35831/A1362]-[T5L81/A1362],KO,[BA] [3T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,CLOSED,20110812,HZ
353,SDAG,38.4396,30.9175,1140,Kocbeyli-SULTANDAGI-AFYON,20190709,Yavuz Gunes-D.Kalafat-M.Kara,T6V52/C4219,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
354,SEMD,37.3473,44.5208,1910,SEMDINLI-HAKKARI,20050928,,T3P65/A116,KO,[B] 3ESP/CMG-DM24,YES,CLOSED,20100101,HZ
355,SENK,40.5614,42.3505,1939,SENKAYA-ERZURUM,20110504,Dogan Kalafat-Murat Suvarikli,T35985/A1677,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
356,SERE,38.9463,33.564,1216,SEREFLIKOCHISAR,20090601,Yavuz Gunes-Dogan Kalafat - Zafer OgutcuTUZ GOLU PROJESI,T6989/C1018,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
357,SERH,37.582,29.2588,1032,Serinhisar-DENIZLI,20201223,"Dogan Kalafat, Murat Suvarikli - Özkan Çok",T6X91/C4445,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
358,SEYD,37.4056,31.8379,1160,Seydisehir,20140203,SP/SM (Zafer-Özkan),[T4X31/A4090]-[T5CH2/A4179],KO,[SA] [40T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
359,SHAP,39.0231,29.222,1050,Saphane-Kütahya,20120509,Ivme Olcer,T5T61/A2657,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
360,SHUT,38.553,30.551,1215,Suhut-AFYON,20061102,Murat Suvarikli-Mehmet Kara,T3W87/A599,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
361,SILI,36.3671,33.9239,126,Silifke,20110701,Dogan Kalafat-Murat Suvarikli-Zafer ÖGÜTÇÜ,T36784/A3052,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
362,SILT,41.153,29.643,100,Sile,20070801,Yavuz GÜNES-Dogan KALAFAT,T33975/B087,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
363,SILV,41.0723,28.239,2,SILIVRI-SL-SM,20230525,Murat Suvarikli - Özkan Çok,5356/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
364,SIMA,39.0833,28.9825,984,Simav-KÜTAHYA,20110726,Dogan KALAFAT - Özkan ÇOK,T6F13/C1854,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
365,SINB,40.9998,28.5392,59,Sinanoba Acc,20110101,....,T5BP9/C2493,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
366,SINE,39.1636,39.3871,1210,Tunceli - Sine Köyü ,20230615,Sadik SAHINARSLAN,T6X16/C4403,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
367,SINP,41.9824,35.0956,100,Location,20120318,Turkcell,T5AD8/C2100,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
368,SIRT,37.501,42.4392,1038,SIRNAK,20060921,Yavuz GÜNES-Murat Suvarikli,T3W33/A605,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
369,SLFK,36.3925,33.9464,54,Silifke Acc,20110101,Turkcell-Ivme Olcer,T5U96/C1455,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
370,SLVT,41.2288,28.2098,180,Silivri,20070801,Yavuz GÜNES-Dogan KALAFAT,[T3B68/A543]-[T5GK6/A6486],KO,[BA] [3ESP]-[5TD]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
371,SMAA,39.1005,28.9805,804,Simav-KUTAHYA,20120509,Ivme Ölçer,T5AD7/C2084,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
372,SNOP,42.0195,35.2069,180,Sinop-Boztepe,20100813,CMG-3T/ESPC,T35842/A1680,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
373,SOMA,39.1564,27.5341,243,Soma-MANISA,20180503,IVME VE 40T bir arada ZÖ-MK-MS-OC,[T4X34/A4096]-[T5CH1/A4187],KO,[SA] [40T]-[5TD]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
374,SPNC,40.686,30.3083,190,SAPANCA-ADAPAZARI,20080627,Yavuz GÜNES,T35501/C804,KO,[B] 3ESP/CMG-DM24,YES,CLOSED,20150530,HZ
375,SULT,38.1988,33.5157,982,SULTANHANI-AKSARAY,20080104,ZAFER ÖGÜTÇÜ,T3X67/A615,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
376,SUSR,39.9627,28.0835,359,Susurluk-BALIKESIR,20180502,IVME VE 40T bir arada ZÖ-MK-MS-OC,[T4X29/A4093]-[T5CG3/A4186],KO,[SA] [40T]-[5TD]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
377,SUTC,37.4765,30.9997,1310,SÜTCÜLER-ISPARTA,20231214,Yavuz GÜNES-20060504 ILK KURULUM- 20231214 KO OLDU,T3W91/A617,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
378,SVAN,38.1511,41.1984,650,SILVAN-DIYARBAKIR,20070427,ZAFER ÖGÜTÇÜ-Murat Suvarikli,T3U47/A604,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
379,SVRC,38.3775,39.306,1680,SIVRICE ELAZIG,20070427,Yavuz GÜNES-Dogan KALAFAT,T3W89/A609,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
380,SVRH,39.447,31.523,1000,Sivrihisar,20071227,Mehmet Kara,T3X35/A650,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
381,SVSK,39.9157,36.9925,1630,KARAÇAYIR-SIVAS,20030801,....,T35358/C525,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
382,TAHT,36.3755,36.1855,278,Tahtaköprü-HATAY,20091019,Yavuz GÜNES-Dogan KALAFAT,T35809/A1295,KO,[B] 3ESPC/CMG-DM24,YES,OPEN,OnSite,HZ
383,TASB,39.9838,44.2384,849,Tasburun-IGDIR,20111025,Dogan Kalafat-Murat Suvarikli-Zafer ÖGÜTÇÜ-GPRS,T36975/A3352,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
384,TEKE,36.1426,33.1142,173,Akkuyu,20110701,Dogan Kalafat-Murat Suvarikli-Zafer ÖGÜTÇÜ,T36718/A3049,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
385,TEKI,40.9862,27.5374,126,TEKIRDAG Buyuksehir Belediyesi,20221216,Yavuz Gunes-Dogan Kalafat - Zafer Ogutcu,5411/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
386,TEPE,36.2197,33.5615,579,Akkuyu,20110701,Dogan Kalafat-Murat Suvarikli-Zafer ÖGÜTÇÜ,T5V08/C1475,KO,[A] 5TD/CMG-CD24,YES,CLOSED,20131229,HZ
387,TEPK,36.2241,33.545,574,Tepekoy-Akkuyu,20131229,Akkuyu Projesi,T5V08/C1475,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
388,TEVE,36.4359,33.443,848,Akkuyu,20110701,Dogan Kalafat-Murat Suvarikli-Zafer ÖGÜTÇÜ,T36674/A3046,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
389,TISA,36.162,33.6788,94,TISAN,20130417,Notes,T5V11/C1510,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
390,TKR,40.9893,27.5351,140,TEKIRDAG,20070801,Yavuz GÜNES,T5BQ5/C2540,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
391,TOKT,40.3173,36.5443,726,Tokat,20120110,----,T36982/A3354,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
392,TOS,41.0362,34.0226,1046,TOSYA,20111214,----,T5V25/C1557,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
393,TUNC,39.6942,37.5388,1489,Sivas,20200925,Suleyman TUNC- Mustafa Hatipoglu,T5DN7/C3130,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
394,TUZL,40.8128,29.2657,12,Tuzla Acc,20110101,...,T5BR6/C2531,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
395,TVSB,39.4497,29.4615,1090,Tavsanly-KÜTAHYA,20090212,Zafer ÖGÜTÇÜ - Özkan ÇOK,T35845/A1675,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
396,TZLA,40.8123,29.2968,2,ITU Tuzla Kampusu-ISTANBUL,20210422,Dogan Kalafat-Ozkan Cok - SEALEVEL+IVME ,2326/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
397,UKOP,41.1288,26.6323,70,Uzunköprü-EDIRNE,20130911,IVME VE 40T bir arada,[T4X28/A4089]-[T5CJ1/A4175],KO,[SA] [40T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
398,URFA,37.4409,38.8213,938,URFA,20041202,ZAFER ÖGÜTÇÜ-NAFIZ KAFADAR,T3L41/D773,KO,[B] 3ESP/CMG-DM24,YES,OPEN,OnSite,HZ
399,UVEZ,40.904,30.9032,550,Uvezbeli/Cumayeri/DUZCE,20191218,Murat Suvarikli- Özkan Çok,T6V61/C4301,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
400,VANB,38.509,43.4056,1227,VAN,20000810,Mehmet Yylmazer (2003 Murat Suvarykly-Dean Child),T3723/D0961,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
401,VRTB,39.1603,41.4558,1498,VARTO-MUS,20081120,ZAFER ÖGÜTÇÜ-MEHMET KARA,T34792/C638,KO,[B] 3ESPC/CMG-DM24,YES,OPEN,OnSite,HZ
402,YALI,40.7676,32.9822,1217,Yalyözü/CerkesCANKIRI,20191220,Murat Suvarikli - Özkan Çok,T6X79/C4456,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
403,YARM,40.9231,35.8266,1050,Yarimca-SAMSUN,20131206,Ivme Olcer,T5BN4/C2537,KO,[A] 5TD/CMG-CD24,YES,CLOSED,20210630,HZ
404,YAYO,39.6113,27.0726,122,EDREMIT -BALIKESIR,20190320,Mehmet Kara- Ferdi Olgun,T6V60/C4306,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
405,YAYX,38.9387,33.8115,1142,YAY,20090601,Yavuz Gunes-Dogan Kalafat - Zafer OgutcuTUZ GOLU PROJESI,T6A00/C871,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
406,YEDI,39.4377,40.5443,1557,Yedisu-Bingol,20110503,Dogan Kalafat-Murat Suvarikli (T35721- A1674),T35721/A1674,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
407,YENI,39.9364,27.2422,278,Yenice-CANAKKALE,20180418,IVME ÖLÇER-TOLGA BEKLER,T5DN1/C3140,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
408,YER,37.1336,28.284,729,Yerkesik,20060706,----,T36985/A3351,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
409,YESI,36.1957,33.6421,24,Akkuyu,20110701,Dogan Kalafat-Murat Suvarikli-Zafer ÖGÜTÇÜ,T5V23/C1509,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
410,YESY,37.7825,33.7431,1206,YES,20090601,Yavuz Gunes-Dogan Kalafat - Zafer OgutcuTUZ GOLU PROJESI,T6998/C870,KO,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
411,YKAV,37.1246,27.2801,115,Yalykavak,20110101,Turkcell-Ivme Olcer,T5V21/C1449,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
412,YKBL,40.9908,28.6678,139,Yakuplu Acc,20110101,...,T5BU8/C2497,KO,[A] 5T/CMG-DM24,YES,OPEN,OnSite,HZ
413,YLV,40.5658,29.3708,879,Yalova SP,20110926,----,T35726/A1682,KO,[B] 3ESPC/CMG-DM24,YES,OPEN,OnSite,HZ
414,YLVH,40.6953,29.3703,0,Acc,20110101,----,T5BT5/C2514,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
415,YNCE,40.3888,28.1129,1,Yenice-Bandırma-BALIKESIR,20240401,"IRAP -ivme-selevel-meteo,Burak, Mehmet G, Hasan D, SENTEZ",6719/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
416,YORU,36.1539,33.4055,423,Akkuyu,20110701,Dogan Kalafat-Murat Suvarikli-Zafer ÖGÜTÇÜ,T5U78/C1218,KO,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
417,YOZ,39.6376,35.3152,1422,SARIKAYA-YOZGAT,20090101,....,T37088/A3459,KO,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
418,YRMC,40.7636,29.7476,1,Yarımca-KOCAELİ,20240403,"IRAP -ivme-selevel-meteo,Remzi, Ozkan, Hasan D, SENTEZ",6714/yyy,KO,[A] ACEBOX/SL06,YES,OPEN,OnSite,HZ
419,YUNK,38.806,31.7626,0,Yunak Konya,20121112,Turkcell,T5AE0/C2087,KO,[A] 5TD/CMG-CD24,YES,CLOSED,20171024,HZ
420,YUVA,40.391,31.6872,1163,Yuva-KIBRISCIK-BOLU,20130909,IVME VE 40T bir arada,[T4X38/A4003]-[T5CJ0/A4182],KO,[SA] [40T]-[5T]/[CMG-DM24]-[CMG-DM24],YES,OPEN,OnSite,HZ
421,KTUA,40.9945,39.7764,61,TRABZON-KTU Acc,20110101,....,T5L20/A1038,KT,[A] 5TD/CMG-CD24,YES,OPEN,OnSite,HZ
422,IDI,35.288,24.89,750,MN_IDI,19941001,MedNet,xxx/yyy,MN,[B] STS-2 HIGH/Qx80,YES,OPEN,OnSite,RAD
423,KNAL,40.9035,29.0458,21,Kınalı Ada,20120518,"SP, GFZ",xxx/A7363,PZ,[S],YES,OPEN,OnSite,RAD
424,MRTI,40.8196,29.1125,5,MARTI ADASI- ISTANBUL,20240821,"BB, GFZ",T37140/A3518,PZ,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
425,BZS,45.6167,21.6167,260,RO_BZS,19900101,ROMANYA,xxx/yyy,RO,[B] STS-2/Q330,YES,OPEN,OnSite,RAD
426,DRGR,46.7917,22.7112,921,RO_DRGR,19900101,ROMANYA,xxx/yyy,RO,[B] KS2000/Q330,YES,OPEN,OnSite,RAD
427,IAS,47.1933,27.5617,160,RO_IAS,19900101,ROMANYA,xxx/yyy,RO,[B] KS2000/Q330,YES,OPEN,OnSite,RAD
428,LOT,45.446,23.7698,1240,RO_LOT,19900101,ROMANYA,xxx/yyy,RO,[B] STS-2/Q330,YES,OPEN,OnSite,RAD
429,MLR,45.4912,25.9457,1360,RO_MLR,19900101,ROMANYA,xxx/yyy,RO,[B] STS-2/Q330,YES,OPEN,OnSite,RAD
430,VRI,45.8657,26.7277,472,RO_VRI,19900101,ROMANYA,xxx/yyy,RO,[B] STS-2/Q330,YES,OPEN,OnSite,RAD
431,GLHS,37.156,29.4983,1100,GÖLHYSAR-BURDUR,20060903,SüleymanDemirel Universitesi- Yavuz GÜNES-Kıvanç KEKOVALI,T6143/yyy,SD,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
432,COMU,40.099,26.4736,410,Ulupinar-CANAKKALE,20161228,Canakkale 18 Mart University,T6A78/C1187,T4,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
433,BUY,40.8525,29.1175,200,BÜYÜKADA,20080805,Tubitak,T35574/A1158,TK,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
434,CTFB,40.6642,29.2993,0,YALOVA,20140101,Notes,NA,TL,SensorType,Registry,Status,Onsite,HZ
435,TRML,40.6095,29.1735,204,Termal Yalova,20140101,Notes,NA,TL,NA,Yes,OPEN,OnSite,HZ
436,TSVK,40.6267,29.0873,70,Tesvkiye-YALOVA,20140101,Marsite,NA,TL,NA,Yes,OPEN,OnSite,HZ
437,AKAS,36.2327,29.6052,1279,ANTALYA-KAS,20050326,AFAD,T3M59/DF02,TU,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
438,AZEY,37.8105,38.2491,815,ADIYAMAN MERKEZ,20170303,AFAD,T39538/A7111,TU,[B] 3ESPC/CMG-DM24,Yes,OPEN,OnSite,HZ
439,BOZC,39.8417,26.0528,202,CANAKKALE-BOZCAADA,20060720,AFAD,T34697/A910,TU,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
440,GAZI,36.2347,32.3157,394,ANTALYA-GAZIPASA,20080308,AFAD,T35032/C145,TU,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
441,GCAM,37.7002,27.2335,38,AYDIN-KUSADASI,20070522,AFAD,T34253/B208,TU,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
442,KIZK,36.4803,34.1437,165, MERSIN-ERDEMLI,20090613,AFAD,T34118/A970,TU,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
443,KOPT,40.0179,40.4972,2489,ERZURUM-ASKALE,20060920,AFAD,T34079/B194,TU,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
444,KORT,37.0007,30.3503,1304,ANTALYA-KORKUTELI,20070306,AFAD,T35233/B437,TU,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
445,TURN,36.7753,28.2444,28,MUGLA-MARMARIS,20070521,AFAD,T34250/B224,TU,[B] 3T/CMG-DM24,YES,OPEN,OnSite,HZ
446,URLA,38.3602,26.5956,495,DDA,20050505,AFAD,T3M58/DF03,TU,[B] 3T/CMG-DM24,YES,CLOSED,20240110,HZ
447,YAYL,36.0343,36.107,1225,HATAY-YAYLADAGI,20061127,AFAD,T6931/C920,TU,[B] 6T/CMG-CD24,YES,OPEN,OnSite,HZ
448,YURE,36.8258,35.6323,491,DDA,20061203,AFAD,T35027/C148,TU,[B] 3T/CMG-DM24,YES,CLOSED,20240110,HZ
